id;idUzytkownika;dataWstawienia;wartoscOceny
24909;108;01.07.2012;2
24910;68;02.10.2016;1
24911;1;06.10.2017;1
24912;14;27.11.2017;2
24913;101;01.05.2019;3
24914;67;01.05.2014;3
24915;5;23.12.2016;1
24916;10;01.01.2013;5
24917;102;01.07.2014;5
24918;36;06.11.2015;1
24919;70;22.12.2018;3
24920;105;22.06.2019;4
24921;84;15.03.2017;5
24922;114;26.08.2017;1
24923;95;22.08.2016;5
24924;4;27.05.2019;5
24925;117;02.10.2016;3
24926;45;31.10.2018;1
24927;78;06.04.2018;5
24928;33;28.05.2018;1
24929;62;22.08.2016;1
24930;65;15.03.2017;3
24931;115;01.11.2012;2
24932;13;07.11.2015;1
24933;104;09.09.2018;1
24934;48;23.12.2016;1
24935;103;22.08.2016;3
24936;20;23.06.2018;1
24937;129;08.11.2015;3
24938;37;28.05.2018;2
24939;34;16.07.2017;5
24940;120;11.03.2018;3
24941;42;01.03.2013;1
24942;82;30.01.2016;4
24943;33;01.06.2016;4
24944;61;01.01.2015;4
24945;88;22.12.2018;3
24946;15;12.07.2016;4
24947;81;13.02.2018;1
24948;14;01.07.2013;3
24949;91;01.11.2015;5
24950;73;12.11.2016;4
24951;27;22.06.2019;4
24952;14;09.09.2018;4
24953;54;23.06.2018;3
24954;43;08.11.2015;3
24955;74;19.07.2018;2
24956;74;23.12.2017;3
24957;72;22.12.2018;4
24958;82;01.11.2017;1
24959;33;05.11.2015;2
24960;21;05.04.2019;4
24961;100;01.11.2013;3
24962;49;01.05.2015;3
24963;97;20.12.2015;3
24964;62;01.11.2015;3
24965;54;12.02.2019;5
24966;96;01.03.2013;5
24967;17;10.03.2019;1
24968;30;01.09.2014;1
24969;80;31.10.2018;1
24970;51;05.11.2015;3
24971;109;26.11.2018;5
24972;74;08.11.2015;3
24973;113;19.07.2018;3
24974;45;01.07.2014;5
24975;27;30.01.2016;2
24976;115;10.03.2019;2
24977;73;05.10.2018;1
24978;84;01.11.2015;5
24979;45;05.10.2018;4
24980;118;25.04.2017;2
24981;36;02.05.2018;2
24982;24;01.11.2015;4
24983;58;16.07.2017;1
24984;96;01.09.2014;3
24985;55;26.08.2017;2
24986;121;01.03.2014;5
24987;0;12.02.2019;5
24988;112;05.11.2015;4
24989;100;09.11.2015;2
24990;47;01.03.2013;1
24991;95;02.11.2015;4
24992;42;02.05.2018;2
24993;55;28.05.2018;5
24994;46;09.11.2015;1
24995;112;01.07.2015;5
24996;129;03.11.2015;5
24997;34;05.10.2018;2
24998;8;03.11.2015;3
24999;15;01.01.2013;1
25000;51;08.11.2015;2
25001;11;14.08.2018;3
25002;40;01.07.2012;1
25003;15;05.10.2018;3
25004;97;09.09.2018;3
25005;104;22.08.2016;5
25006;113;01.11.2015;5
25007;54;19.07.2018;5
25008;24;01.11.2015;5
25009;14;21.04.2016;5
25010;11;22.12.2018;4
25011;110;02.05.2018;4
25012;97;02.10.2016;2
25013;63;20.12.2015;1
25014;73;09.09.2018;4
25015;124;15.03.2017;3
25016;54;02.05.2018;2
25017;6;28.05.2018;3
25018;84;01.07.2014;4
25019;126;23.12.2016;1
25020;31;22.06.2019;4
25021;42;08.11.2015;5
25022;86;17.01.2019;5
25023;9;27.05.2019;1
25024;109;31.10.2018;1
25025;25;11.03.2016;1
25026;55;01.11.2013;3
25027;127;11.03.2016;2
25028;39;01.07.2015;1
25029;101;01.11.2017;5
25030;62;01.07.2012;1
25031;57;28.05.2018;4
25032;91;04.11.2015;4
25033;115;01.09.2015;3
25034;54;11.03.2018;3
25035;93;01.11.2013;5
25036;79;27.05.2019;4
25037;33;26.11.2018;3
25038;38;07.11.2015;1
25039;19;16.07.2017;3
25040;12;16.07.2017;4
25041;30;01.07.2013;4
25042;94;01.03.2015;3
25043;30;01.11.2017;4
25044;57;04.11.2015;1
25045;80;27.11.2017;2
25046;6;01.09.2012;1
25047;117;22.06.2019;1
25048;44;23.12.2017;2
25049;94;28.05.2018;3
25050;117;22.08.2016;4
25051;29;23.06.2018;1
25052;19;12.07.2016;2
25053;87;01.09.2013;1
25054;6;21.04.2016;5
25055;9;10.03.2019;4
25056;50;05.04.2019;5
25057;9;26.11.2018;5
25058;69;05.04.2019;3
25059;59;18.01.2018;5
25060;12;01.09.2015;1
25061;111;10.03.2019;5
25062;107;27.11.2017;4
25063;55;07.11.2015;3
25064;88;23.12.2016;1
25065;89;01.01.2014;5
25066;16;13.02.2018;4
25067;41;01.05.2013;4
25068;96;09.09.2018;5
25069;20;20.12.2015;4
25070;59;25.04.2017;4
25071;55;11.03.2018;4
25072;38;22.06.2019;5
25073;29;02.11.2015;5
25074;57;06.11.2015;5
25075;46;01.03.2015;3
25076;102;26.08.2017;5
25077;100;01.05.2013;5
25078;127;12.07.2016;1
25079;1;01.05.2013;3
25080;105;05.10.2018;4
25081;126;01.06.2016;5
25082;40;01.09.2015;1
25083;28;05.06.2017;2
25084;56;01.06.2016;4
25085;48;01.07.2013;3
25086;13;01.01.2014;5
25087;74;23.12.2017;2
25088;1;28.05.2018;5
25089;24;04.11.2015;5
25090;22;01.01.2014;1
25091;76;23.12.2017;2
25092;9;01.07.2014;2
25093;48;19.07.2018;3
25094;41;03.11.2015;1
25095;5;01.03.2014;4
25096;66;15.03.2017;1
25097;42;01.09.2013;2
25098;54;11.03.2016;4
25099;120;01.11.2014;2
25100;20;01.11.2013;1
25101;35;23.06.2018;5
25102;97;01.07.2015;4
25103;93;01.07.2014;1
25104;72;23.06.2018;3
25105;125;12.07.2016;3
25106;120;19.07.2018;1
25107;88;05.06.2017;5
25108;75;19.07.2018;4
25109;73;01.11.2013;2
25110;113;01.05.2014;3
25111;60;01.07.2014;1
25112;61;01.11.2013;4
25113;16;02.10.2016;3
25114;60;02.05.2018;3
25115;86;01.03.2014;3
25116;74;10.03.2019;3
25117;110;19.07.2018;3
25118;92;26.08.2017;5
25119;128;01.06.2016;5
25120;60;23.12.2016;3
25121;121;01.06.2016;3
25122;94;17.01.2019;5
25123;127;06.04.2018;2
25124;59;06.04.2018;2
25125;120;26.08.2017;2
25126;111;17.01.2019;2
25127;63;01.01.2014;3
25128;79;12.07.2016;5
25129;28;23.06.2018;5
25130;35;31.10.2018;1
25131;96;01.09.2013;2
25132;87;01.11.2012;1
25133;127;05.11.2015;3
25134;20;05.10.2018;5
25135;4;25.04.2017;5
25136;59;13.02.2018;4
25137;12;01.01.2013;2
25138;21;10.03.2019;3
25139;90;31.10.2018;5
25140;122;01.05.2013;2
25141;76;26.08.2017;5
25142;104;01.11.2013;4
25143;9;10.03.2019;5
25144;60;28.05.2018;4
25145;80;01.07.2014;1
25146;65;26.08.2017;4
25147;46;02.10.2016;1
25148;3;01.05.2014;1
25149;55;02.02.2017;2
25150;75;01.09.2013;2
25151;87;01.11.2012;1
25152;112;05.11.2015;5
25153;6;27.05.2019;4
25154;8;01.07.2014;5
25155;81;01.09.2014;2
25156;74;23.12.2016;4
25157;31;07.11.2015;2
25158;89;22.06.2019;4
25159;22;06.04.2018;5
25160;123;01.01.2014;4
25161;25;02.05.2018;5
25162;60;17.01.2019;2
25163;90;28.05.2018;4
25164;8;05.11.2015;5
25165;38;26.11.2018;1
25166;5;06.04.2018;4
25167;91;02.02.2017;2
25168;33;10.03.2019;3
25169;24;01.05.2013;2
25170;93;20.12.2015;1
25171;46;06.10.2017;4
25172;57;14.08.2018;4
25173;37;06.04.2018;2
25174;95;22.08.2016;2
25175;8;01.05.2015;5
25176;18;01.03.2013;2
25177;88;27.05.2019;1
25178;71;22.12.2018;3
25179;6;01.07.2013;4
25180;33;09.11.2015;1
25181;127;23.12.2016;1
25182;114;17.01.2019;1
25183;91;22.12.2018;3
25184;120;27.05.2019;4
25185;117;18.01.2018;3
25186;93;28.05.2018;4
25187;93;05.11.2015;3
25188;106;09.11.2015;4
25189;19;12.07.2016;4
25190;106;28.05.2018;3
25191;21;30.01.2016;5
25192;61;31.10.2018;1
25193;122;05.11.2015;2
25194;96;01.09.2012;5
25195;106;27.05.2019;1
25196;53;01.05.2015;3
25197;8;01.11.2013;2
25198;22;31.10.2018;3
25199;20;11.03.2018;1
25200;90;23.06.2018;4
25201;55;11.03.2018;4
25202;30;23.06.2018;3
25203;23;04.11.2015;5
25204;78;30.01.2016;3
25205;121;07.11.2015;1
25206;24;31.10.2018;1
25207;82;02.02.2017;2
25208;7;22.08.2016;2
25209;100;22.12.2018;1
25210;101;12.07.2016;4
25211;73;12.07.2016;5
25212;55;14.08.2018;4
25213;109;01.03.2013;4
25214;43;10.03.2019;2
25215;48;01.05.2014;3
25216;34;20.12.2015;4
25217;111;22.08.2016;1
25218;120;27.05.2019;3
25219;104;23.12.2016;1
25220;93;01.01.2013;5
25221;21;01.07.2013;5
25222;114;23.12.2017;1
25223;7;01.05.2019;1
25224;46;04.11.2015;3
25225;69;01.07.2014;5
25226;26;06.10.2017;2
25227;72;26.08.2017;4
25228;30;17.01.2019;5
25229;112;22.08.2016;5
25230;111;26.11.2018;5
25231;81;25.04.2017;4
25232;68;27.11.2017;1
25233;128;01.11.2017;3
25234;56;01.03.2015;3
25235;72;02.11.2015;5
25236;76;01.07.2012;2
25237;84;22.08.2016;3
25238;91;01.07.2012;5
25239;21;25.04.2017;2
25240;78;06.11.2015;3
25241;16;01.11.2012;4
25242;113;01.01.2013;5
25243;61;26.08.2017;3
25244;61;27.11.2017;5
25245;53;01.01.2014;1
25246;27;01.05.2019;3
25247;107;27.11.2017;2
25248;101;01.07.2013;2
25249;122;10.03.2019;2
25250;84;09.09.2018;1
25251;93;12.02.2019;1
25252;50;04.11.2015;4
25253;95;26.08.2017;2
25254;89;07.11.2015;1
25255;124;01.05.2014;4
25256;90;13.02.2018;3
25257;53;22.06.2019;1
25258;109;12.02.2019;5
25259;20;05.04.2019;2
25260;100;01.11.2013;4
25261;112;11.03.2018;5
25262;109;26.11.2018;2
25263;82;16.07.2017;1
25264;120;21.04.2016;5
25265;84;12.02.2019;4
25266;67;13.02.2018;4
25267;51;28.05.2018;5
25268;57;01.06.2016;3
25269;16;01.07.2012;3
25270;11;01.09.2015;5
25271;81;22.08.2016;3
25272;96;11.03.2018;5
25273;89;01.11.2012;3
25274;97;01.07.2013;4
25275;24;01.06.2016;3
25276;75;01.09.2015;2
25277;11;18.01.2018;2
25278;110;27.05.2019;2
25279;49;01.11.2017;3
25280;101;01.06.2016;3
25281;33;17.01.2019;2
25282;95;01.03.2015;1
25283;72;11.03.2016;5
25284;127;31.10.2018;2
25285;94;27.05.2019;1
25286;79;28.05.2018;2
25287;91;06.04.2018;4
25288;62;25.04.2017;5
25289;65;05.06.2017;5
25290;124;27.05.2019;1
25291;100;01.07.2013;1
25292;63;01.05.2014;4
25293;32;22.12.2018;4
25294;49;20.12.2015;2
25295;119;26.08.2017;5
25296;98;09.11.2015;1
25297;97;02.10.2016;1
25298;21;01.11.2014;5
25299;7;11.03.2018;2
25300;68;16.07.2017;4
25301;55;12.11.2016;1
25302;77;01.07.2014;1
25303;76;22.06.2019;3
25304;12;27.05.2019;5
25305;90;31.10.2018;1
25306;74;18.01.2018;4
25307;36;11.03.2016;2
25308;55;17.01.2019;3
25309;55;01.11.2015;3
25310;62;20.12.2015;2
25311;91;05.06.2017;2
25312;96;26.08.2017;5
25313;119;02.11.2015;5
25314;119;20.12.2015;2
25315;2;01.03.2014;1
25316;126;15.03.2017;2
25317;123;19.07.2018;3
25318;58;18.01.2018;4
25319;68;01.09.2012;2
25320;29;01.11.2017;2
25321;109;22.06.2019;1
25322;121;12.07.2016;5
25323;41;13.02.2018;5
25324;48;05.04.2019;3
25325;32;06.04.2018;1
25326;7;01.09.2015;4
25327;85;01.11.2013;4
25328;94;21.04.2016;3
25329;37;22.12.2018;4
25330;97;01.07.2013;1
25331;6;02.02.2017;2
25332;85;15.03.2017;4
25333;106;22.08.2016;1
25334;114;01.01.2014;2
25335;2;01.09.2015;1
25336;18;23.12.2016;1
25337;22;10.03.2019;5
25338;19;01.09.2013;3
25339;80;01.09.2015;2
25340;33;13.02.2018;2
25341;50;01.01.2014;2
25342;25;05.04.2019;1
25343;128;05.06.2017;5
25344;54;05.06.2017;3
25345;16;06.10.2017;3
25346;86;30.01.2016;5
25347;82;05.06.2017;5
25348;122;31.10.2018;1
25349;0;03.11.2015;2
25350;42;02.10.2016;2
25351;89;05.06.2017;2
25352;111;01.05.2019;5
25353;108;26.08.2017;1
25354;0;11.03.2016;1
25355;29;01.05.2019;4
25356;112;30.01.2016;3
25357;35;01.07.2012;3
25358;20;06.11.2015;1
25359;111;30.01.2016;4
25360;49;03.11.2015;4
25361;120;01.03.2014;1
25362;51;21.04.2016;1
25363;76;22.08.2016;2
25364;125;12.02.2019;3
25365;51;22.06.2019;5
25366;48;20.12.2015;2
25367;21;14.08.2018;1
25368;51;14.08.2018;1
25369;100;18.01.2018;3
25370;121;01.05.2014;3
25371;105;12.02.2019;3
25372;129;09.09.2018;2
25373;50;21.04.2016;5
25374;58;05.04.2019;4
25375;118;01.09.2014;4
25376;77;21.04.2016;4
25377;79;01.09.2015;5
25378;103;27.11.2017;5
25379;59;01.11.2012;3
25380;107;27.11.2017;3
25381;51;01.01.2014;1
25382;26;10.03.2019;2
25383;86;22.12.2018;4
25384;119;06.11.2015;3
25385;111;01.11.2017;5
25386;8;21.04.2016;2
25387;50;03.11.2015;4
25388;127;05.04.2019;1
25389;5;01.07.2015;3
25390;15;27.05.2019;2
25391;24;11.03.2016;3
25392;127;27.05.2019;3
25393;70;05.06.2017;3
25394;6;22.06.2019;1
25395;57;01.03.2013;2
25396;117;01.09.2014;2
25397;121;20.12.2015;3
25398;82;06.10.2017;2
25399;41;01.11.2013;1
25400;18;06.10.2017;1
25401;35;01.05.2015;5
25402;71;01.05.2015;3
25403;44;08.11.2015;4
25404;21;01.03.2015;3
25405;63;21.04.2016;2
25406;38;01.03.2014;3
25407;58;01.05.2015;1
25408;73;06.10.2017;1
25409;41;01.07.2012;5
25410;30;02.11.2015;3
25411;56;31.10.2018;2
25412;80;01.07.2013;5
25413;57;01.11.2015;5
25414;8;05.10.2018;1
25415;21;26.08.2017;5
25416;97;01.09.2014;3
25417;11;01.11.2013;5
25418;52;12.07.2016;1
25419;109;28.05.2018;1
25420;80;01.01.2013;3
25421;105;01.11.2017;2
25422;88;14.08.2018;3
25423;99;21.04.2016;1
25424;36;23.12.2017;3
25425;1;05.06.2017;5
25426;49;11.03.2016;3
25427;109;12.11.2016;3
25428;125;01.03.2014;2
25429;75;10.03.2019;1
25430;94;01.09.2012;1
25431;38;01.09.2012;4
25432;93;01.05.2019;5
25433;93;31.10.2018;2
25434;116;19.07.2018;3
25435;60;13.02.2018;5
25436;60;06.10.2017;2
25437;126;13.02.2018;3
25438;101;06.04.2018;3
25439;101;01.07.2014;1
25440;89;02.11.2015;4
25441;129;22.08.2016;2
25442;47;01.11.2017;2
25443;42;23.12.2017;3
25444;41;01.01.2014;2
25445;92;01.05.2015;3
25446;63;02.11.2015;2
25447;79;26.11.2018;1
25448;23;05.04.2019;3
25449;89;01.07.2015;2
25450;119;01.03.2013;3
25451;42;01.09.2012;1
25452;77;01.11.2012;2
25453;123;22.08.2016;3
25454;41;23.12.2017;5
25455;92;01.11.2015;5
25456;105;12.07.2016;5
25457;65;26.11.2018;1
25458;51;22.06.2019;4
25459;120;02.05.2018;1
25460;113;01.11.2017;2
25461;128;11.03.2018;2
25462;82;06.04.2018;2
25463;105;17.01.2019;1
25464;92;01.11.2012;3
25465;22;26.08.2017;2
25466;71;05.04.2019;5
25467;126;01.11.2012;3
25468;63;01.11.2017;5
25469;111;01.11.2013;5
25470;9;01.03.2014;2
25471;40;12.02.2019;5
25472;122;01.07.2012;2
25473;82;25.04.2017;5
25474;115;06.10.2017;4
25475;116;05.10.2018;4
25476;91;01.09.2014;3
25477;84;21.04.2016;4
25478;17;02.11.2015;1
25479;125;02.11.2015;4
25480;27;23.12.2017;1
25481;32;01.09.2012;2
25482;114;10.03.2019;2
25483;69;09.11.2015;1
25484;45;01.09.2013;2
25485;94;05.11.2015;4
25486;87;01.01.2014;3
25487;2;02.02.2017;3
25488;108;01.09.2012;2
25489;58;05.06.2017;3
25490;112;07.11.2015;3
25491;29;01.09.2015;3
25492;111;23.06.2018;2
25493;115;11.03.2016;1
25494;20;01.05.2019;4
25495;56;07.11.2015;3
25496;70;01.11.2012;4
25497;41;18.01.2018;4
25498;72;01.09.2012;5
25499;129;01.03.2015;4
25500;8;12.02.2019;2
25501;45;07.11.2015;1
25502;95;01.05.2019;3
25503;54;01.05.2013;4
25504;108;01.05.2013;1
25505;76;10.03.2019;2
25506;47;01.05.2013;3
25507;26;01.09.2012;1
25508;44;01.09.2015;2
25509;26;01.09.2015;4
25510;1;05.10.2018;5
25511;129;01.07.2014;5
25512;109;15.03.2017;4
25513;113;01.06.2016;5
25514;41;07.11.2015;5
25515;109;08.11.2015;1
25516;71;15.03.2017;1
25517;5;01.03.2014;5
25518;9;01.09.2015;5
25519;59;06.11.2015;1
25520;24;31.10.2018;5
25521;46;01.09.2012;1
25522;107;01.09.2015;1
25523;126;01.11.2012;2
25524;87;16.07.2017;4
25525;43;01.09.2012;5
25526;45;01.03.2015;3
25527;32;31.10.2018;1
25528;53;09.11.2015;5
25529;5;01.05.2013;5
25530;87;11.03.2018;2
25531;11;01.09.2014;2
25532;61;01.09.2014;4
25533;64;11.03.2018;1
25534;26;31.10.2018;1
25535;109;23.12.2017;4
25536;90;05.06.2017;4
25537;58;23.12.2016;3
25538;25;02.05.2018;1
25539;115;01.09.2012;5
25540;0;01.11.2012;1
25541;98;05.10.2018;3
25542;23;03.11.2015;1
25543;117;01.07.2013;3
25544;19;12.11.2016;5
25545;21;02.11.2015;3
25546;94;01.11.2015;5
25547;24;11.03.2016;3
25548;72;01.07.2012;4
25549;18;22.12.2018;5
25550;54;03.11.2015;5
25551;16;31.10.2018;4
25552;53;09.11.2015;3
25553;102;30.01.2016;3
25554;129;01.09.2014;2
25555;8;28.05.2018;5
25556;74;11.03.2018;4
25557;76;01.11.2012;1
25558;39;12.07.2016;3
25559;91;14.08.2018;1
25560;47;19.07.2018;4
25561;48;25.04.2017;2
25562;55;01.07.2015;5
25563;75;01.11.2015;5
25564;73;09.11.2015;5
25565;88;01.09.2012;2
25566;118;12.07.2016;3
25567;89;01.03.2013;4
25568;10;03.11.2015;5
25569;40;20.12.2015;4
25570;69;06.10.2017;2
25571;10;14.08.2018;1
25572;123;15.03.2017;3
25573;83;10.03.2019;1
25574;45;01.07.2015;5
25575;106;25.04.2017;4
25576;105;23.12.2016;4
25577;63;05.10.2018;1
25578;111;01.03.2014;2
25579;128;20.12.2015;5
25580;32;01.07.2013;5
25581;95;26.08.2017;4
25582;34;07.11.2015;2
25583;58;02.11.2015;3
25584;121;10.03.2019;2
25585;101;12.07.2016;5
25586;62;11.03.2018;1
25587;95;03.11.2015;5
25588;113;01.07.2014;5
25589;79;20.12.2015;2
25590;18;22.06.2019;4
25591;115;01.03.2015;3
25592;86;13.02.2018;4
25593;35;01.07.2012;5
25594;46;01.06.2016;4
25595;9;02.11.2015;4
25596;45;09.09.2018;4
25597;19;01.11.2013;4
25598;67;17.01.2019;4
25599;4;09.11.2015;1
25600;41;26.08.2017;4
25601;29;16.07.2017;4
25602;119;01.07.2013;3
25603;46;22.06.2019;5
25604;124;02.11.2015;1
25605;82;23.12.2016;5
25606;55;01.03.2014;4
25607;42;22.06.2019;4
25608;4;01.09.2014;1
25609;60;23.12.2017;3
25610;24;01.05.2019;2
25611;94;23.12.2017;4
25612;14;01.11.2012;2
25613;121;25.04.2017;5
25614;82;02.10.2016;2
25615;107;01.07.2014;3
25616;60;02.10.2016;1
25617;72;01.09.2015;5
25618;116;01.11.2014;5
25619;48;18.01.2018;4
25620;39;21.04.2016;2
25621;109;08.11.2015;3
25622;116;01.09.2013;3
25623;61;01.09.2015;4
25624;21;26.08.2017;4
25625;14;27.11.2017;3
25626;97;03.11.2015;5
25627;7;06.11.2015;4
25628;5;01.09.2013;1
25629;98;05.04.2019;2
25630;59;04.11.2015;1
25631;94;03.11.2015;2
25632;107;27.11.2017;1
25633;10;27.11.2017;4
25634;52;06.11.2015;4
25635;41;16.07.2017;3
25636;96;21.04.2016;2
25637;24;01.01.2013;5
25638;31;14.08.2018;3
25639;68;01.01.2013;4
25640;57;25.04.2017;2
25641;47;26.11.2018;4
25642;53;01.07.2012;3
25643;127;01.05.2019;2
25644;104;01.07.2012;3
25645;125;01.01.2015;3
25646;121;01.09.2014;5
25647;10;19.07.2018;3
25648;122;02.10.2016;1
25649;125;01.11.2017;3
25650;51;01.01.2013;5
25651;68;12.11.2016;3
25652;104;01.07.2013;1
25653;79;17.01.2019;5
25654;91;19.07.2018;1
25655;76;23.06.2018;4
25656;127;01.05.2019;2
25657;72;27.05.2019;4
25658;127;31.10.2018;5
25659;39;02.11.2015;4
25660;125;01.11.2015;5
25661;98;11.03.2016;1
25662;43;01.05.2014;2
25663;85;11.03.2018;1
25664;92;23.12.2017;2
25665;98;01.05.2014;3
25666;15;01.06.2016;5
25667;4;11.03.2016;3
25668;111;01.11.2014;3
25669;35;05.10.2018;4
25670;60;22.08.2016;1
25671;109;19.07.2018;2
25672;56;01.05.2013;5
25673;76;11.03.2018;1
25674;44;11.03.2018;1
25675;64;01.07.2013;2
25676;47;05.10.2018;3
25677;30;02.11.2015;3
25678;105;01.05.2019;2
25679;112;11.03.2018;1
25680;19;26.11.2018;5
25681;115;01.03.2014;4
25682;105;17.01.2019;5
25683;104;01.05.2013;4
25684;17;05.11.2015;3
25685;42;11.03.2018;2
25686;14;07.11.2015;2
25687;39;10.03.2019;4
25688;33;01.11.2017;5
25689;85;01.05.2019;3
25690;28;01.03.2015;5
25691;112;27.11.2017;5
25692;14;10.03.2019;2
25693;20;01.11.2015;1
25694;44;09.11.2015;5
25695;67;26.11.2018;3
25696;124;01.03.2014;4
25697;103;06.04.2018;3
25698;9;03.11.2015;2
25699;129;02.10.2016;5
25700;101;08.11.2015;5
25701;127;17.01.2019;2
25702;8;03.11.2015;3
25703;31;23.06.2018;4
25704;32;12.02.2019;5
25705;18;01.01.2015;4
25706;56;01.03.2014;1
25707;119;01.09.2012;1
25708;7;01.06.2016;3
25709;50;01.05.2015;5
25710;47;01.03.2013;4
25711;35;01.05.2014;2
25712;116;27.05.2019;2
25713;127;26.11.2018;1
25714;127;26.11.2018;4
25715;125;01.01.2015;5
25716;113;05.11.2015;1
25717;110;27.05.2019;2
25718;24;01.09.2013;2
25719;122;04.11.2015;5
25720;42;05.11.2015;3
25721;115;01.01.2014;1
25722;112;04.11.2015;3
25723;123;02.02.2017;1
25724;116;01.09.2015;4
25725;8;26.11.2018;4
25726;116;14.08.2018;3
25727;9;01.01.2014;1
25728;24;26.11.2018;1
25729;9;23.06.2018;3
25730;8;04.11.2015;5
25731;92;15.03.2017;2
25732;45;06.11.2015;3
25733;70;28.05.2018;2
25734;75;02.11.2015;5
25735;39;31.10.2018;4
25736;9;07.11.2015;2
25737;129;01.07.2012;5
25738;103;01.03.2013;5
25739;98;01.01.2014;1
25740;128;22.06.2019;5
25741;103;18.01.2018;4
25742;69;27.05.2019;3
25743;127;22.08.2016;2
25744;2;12.11.2016;2
25745;74;01.05.2013;4
25746;76;12.07.2016;3
25747;45;01.03.2013;1
25748;39;03.11.2015;4
25749;88;01.06.2016;3
25750;57;03.11.2015;3
25751;120;11.03.2018;1
25752;124;26.11.2018;1
25753;21;27.11.2017;3
25754;126;04.11.2015;1
25755;9;02.10.2016;4
25756;128;01.09.2013;2
25757;108;07.11.2015;1
25758;104;01.05.2014;3
25759;69;27.11.2017;2
25760;0;14.08.2018;1
25761;67;01.09.2014;5
25762;13;01.03.2014;1
25763;106;01.09.2015;1
25764;87;02.10.2016;1
25765;53;18.01.2018;4
25766;114;04.11.2015;3
25767;14;09.09.2018;1
25768;54;01.11.2013;4
25769;45;12.11.2016;3
25770;111;27.05.2019;1
25771;111;02.11.2015;3
25772;89;05.11.2015;3
25773;53;02.02.2017;2
25774;113;02.11.2015;2
25775;28;01.06.2016;1
25776;82;02.05.2018;2
25777;45;01.09.2013;1
25778;25;16.07.2017;5
25779;38;05.10.2018;2
25780;1;17.01.2019;2
25781;12;01.01.2013;2
25782;124;10.03.2019;4
25783;62;07.11.2015;1
25784;111;16.07.2017;4
25785;42;20.12.2015;3
25786;65;28.05.2018;2
25787;35;01.07.2013;4
25788;45;09.11.2015;4
25789;69;06.11.2015;3
25790;4;01.07.2013;4
25791;109;03.11.2015;2
25792;51;26.11.2018;3
25793;17;01.09.2015;3
25794;63;05.06.2017;2
25795;0;07.11.2015;1
25796;114;11.03.2016;2
25797;84;05.06.2017;1
25798;75;03.11.2015;3
25799;37;01.07.2012;2
25800;97;03.11.2015;5
25801;79;27.05.2019;3
25802;105;26.11.2018;1
25803;127;01.11.2012;3
25804;70;12.11.2016;4
25805;102;26.08.2017;4
25806;128;01.11.2013;4
25807;109;18.01.2018;1
25808;103;20.12.2015;1
25809;63;12.11.2016;1
25810;120;17.01.2019;5
25811;1;01.05.2013;4
25812;84;11.03.2016;3
25813;91;01.01.2014;5
25814;118;10.03.2019;1
25815;5;12.02.2019;3
25816;34;13.02.2018;3
25817;62;01.05.2013;4
25818;18;22.08.2016;1
25819;87;01.09.2012;3
25820;5;01.07.2014;3
25821;84;02.05.2018;4
25822;95;01.07.2015;3
25823;25;03.11.2015;1
25824;7;05.11.2015;4
25825;61;10.03.2019;5
25826;67;01.09.2014;2
25827;108;21.04.2016;2
25828;14;23.12.2017;5
25829;118;06.11.2015;3
25830;40;23.12.2017;3
25831;101;22.06.2019;2
25832;90;01.05.2014;2
25833;67;18.01.2018;3
25834;34;25.04.2017;2
25835;121;30.01.2016;4
25836;87;01.11.2015;1
25837;34;10.03.2019;1
25838;102;09.09.2018;4
25839;85;01.05.2014;4
25840;122;01.06.2016;1
25841;126;01.07.2013;3
25842;100;06.04.2018;3
25843;22;01.09.2013;4
25844;9;15.03.2017;3
25845;79;31.10.2018;1
25846;83;01.03.2013;2
25847;4;14.08.2018;5
25848;56;01.07.2013;1
25849;95;12.11.2016;4
25850;76;23.12.2017;1
25851;50;22.06.2019;5
25852;62;02.11.2015;5
25853;37;06.11.2015;2
25854;88;12.11.2016;3
25855;102;01.05.2015;2
25856;9;01.07.2014;4
25857;65;01.05.2013;2
25858;22;12.11.2016;5
25859;82;01.05.2014;3
25860;80;12.02.2019;5
25861;34;01.05.2013;5
25862;94;17.01.2019;5
25863;111;20.12.2015;5
25864;42;05.11.2015;1
25865;10;01.07.2014;5
25866;24;01.05.2014;3
25867;38;22.12.2018;4
25868;70;23.12.2016;4
25869;68;17.01.2019;2
25870;36;16.07.2017;4
25871;88;01.07.2015;1
25872;27;01.01.2015;3
25873;27;01.07.2015;5
25874;76;23.12.2017;4
25875;9;19.07.2018;5
25876;27;03.11.2015;4
25877;41;05.06.2017;1
25878;113;23.12.2016;3
25879;94;05.10.2018;5
25880;57;21.04.2016;2
25881;92;05.04.2019;2
25882;11;19.07.2018;3
25883;53;16.07.2017;2
25884;24;25.04.2017;4
25885;83;19.07.2018;4
25886;49;01.03.2013;1
25887;15;01.03.2013;4
25888;95;28.05.2018;4
25889;92;01.09.2013;1
25890;32;01.01.2014;2
25891;86;01.09.2015;2
25892;52;26.08.2017;4
25893;9;26.08.2017;5
25894;67;26.11.2018;3
25895;68;19.07.2018;2
25896;37;02.10.2016;1
25897;30;05.06.2017;1
25898;46;11.03.2016;3
25899;12;31.10.2018;3
25900;43;02.05.2018;3
25901;126;26.08.2017;4
25902;33;30.01.2016;1
25903;73;11.03.2018;3
25904;67;12.11.2016;1
25905;25;07.11.2015;1
25906;33;22.08.2016;2
